time(seconds),violate_count
1.192009449005127,9
4.913172721862793,9
8.720274448394775,9
12.438351392745972,9
16.14594030380249,9
19.908806800842285,9
23.59587526321411,9
27.240804195404053,7
31.012142419815063,8
34.76453709602356,8
38.48797369003296,8
42.19336199760437,10
